expression,reading,meaning,tags,guid,vietnamese_definition
ぐっすり,ぐっすり,"sound asleep, fast asleep",JLPT JLPT_2 JLPT_3,p-l^nopeNF,Ngủ ngon giấc
区別,くべつ,"distinction, differentiation, classification",JLPT JLPT_2 JLPT_3,BvvL(+LdQJ,sự phân biệt
組,くみ,"class, team, set",JLPT JLPT_2 JLPT_3,Eo]xBl)F72,Nhóm
組合,くみあい,"association, union",JLPT JLPT_2 JLPT_3,yqy^)Y;[n3,sự kết hợp
組む,くむ,to put together,JLPT JLPT_2 JLPT_3,drFT5_xS_C,Lắp ráp
汲む,くむ,"to draw, to scoop, to pump",JLPT JLPT_2 JLPT_3,Q)1C!FL!I~,vẽ tranh
酌む,くむ,to serve sake,JLPT JLPT_2 JLPT_3,46h2Xe@mx,đổ
悔しい,くやしい,"regrettable, mortifying, vexing",JLPT JLPT_2 JLPT_3,rlXMK!]p!4,đáng tiếc
位,くらい,"grade, rank, about",JLPT JLPT_2 JLPT_3,n?/Ib+~G&7,Chút
暮らし,くらし,living; life style,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,ur3R:N98HP,cuộc sống
クラシック,クラシック,classic(s),JLPT JLPT_2 JLPT_3,gWD`rMx`.V,Cổ điển
暮らす,くらす,"to live, to get along",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,uz%a*.FY`[,sống
グラス,グラス,glass; grass,JLPT JLPT_2 JLPT_3,"o%;,f2E00;",thủy tinh
グランド,グランド,"gland, grand, (electrical) ground",JLPT JLPT_2 JLPT_3,y<]BSgg>1B,đất
クリーム,クリーム,cream,JLPT JLPT_2 JLPT_3,x%D6yIVKeG,kem
繰り返す,くりかえす,"to repeat, to do something over again",JLPT JLPT_2 JLPT_3,x/V;r?ugpG,lặp lại
クリスマス,クリスマス,Christmas,JLPT Genki_Ln.14 JLPT_3 JLPT_2 Genki,qJB4cU<;.M,Giáng sinh
狂う,くるう,"to go mad, to get out of order",JLPT JLPT_2 JLPT_3,LFsc7Cxxu?,Điên cuồng
グループ,グループ,group,JLPT JLPT_2 JLPT_3,ml-qdb`4u(,nhóm
苦しい,くるしい,tough; physically strenuous,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,o9TWr2(ugU,đau đớn
苦しむ,くるしむ,"to suffer, to groan, to be worried",JLPT JLPT_2 JLPT_3,JPH_;zI]Eb,chịu đựng
暮れ,くれ,"year end,",JLPT JLPT_2 JLPT_3,J-H`.dV)Ya,cuối năm
苦労,くろう,hardship; suffering,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,Qg]J+:tq@n,khó khăn
加える,くわえる,"to append, to sum up, to add (up)",JLPT JLPT_2 JLPT_3,uHR{k-Ggpv,Thêm vào
咥える,くわえる,to hold something in the mouth,JLPT JLPT_2 JLPT_3,MP^AZ7xeUw,để giữ trong miệng
詳しい,くわしい,detailed; full; accurate,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,OydH!z!UV$,làm quen với
加わる,くわわる,"to join in, to accede to",JLPT JLPT_2 JLPT_3,C1e@=>t]o?,Tham gia
訓,くん,native Japanese reading of a Chinese character,JLPT JLPT_2 JLPT_3,bzc~15=D>r,Đào tạo
軍,ぐん,"army, force, troops",JLPT JLPT_2 JLPT_3,snlGor1;5B,quân đội
郡,ぐん,"country, district",JLPT JLPT_2 JLPT_3,bXy5Bz>=dm,quận
軍隊,ぐんたい,"army, troops",JLPT JLPT_2 JLPT_3,ztU9>^6)?#,quân đội
訓練,くんれん,"practice, training",JLPT JLPT_2 JLPT_3,FBWzrhuPIY,xe lửa
下,げ,"under, below, beneath",JLPT JLPT_2 JLPT_3,JgwryRe;fM,Xuống
計,けい,"plan; sum, total",JLPT JLPT_2 JLPT_3,oeGx?<asd*,đếm
敬意,けいい,"respect, honor",JLPT JLPT_2 JLPT_3,PG>aot:bo~,sự tôn trọng
経営,けいえい,"management, administration",JLPT JLPT_2 JLPT_3,b~su7M=0~@,sự quản lý
景気,けいき,"condition, state, business (condition)",JLPT JLPT_2 JLPT_3,Ju%`{&u<L~,Kinh tế
傾向,けいこう,"tendency, trend, inclination",JLPT JLPT_2 JLPT_3,j=d#Ly-}f$,xu hướng
警告,けいこく,warning,JLPT JLPT_2 JLPT_3,6frcgbqoo,cảnh báo
計算,けいさん,"calculation, reckoning",JLPT JLPT_2 JLPT_3,uhjx!mhsp>,tính toán
掲示,けいじ,"notice, bulletin",JLPT JLPT_2 JLPT_3,k:vtm*1T8E,Để ý
刑事,けいじ,"criminal case, (police) detective",JLPT JLPT_2 JLPT_3,e8dFatK7SV,tội phạm
芸術,げいじゅつ,"(fine) art, the arts",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,pxydrozlB3,nghệ thuật
契約,けいやく,"contract, compact, agreement",JLPT JLPT_2 JLPT_3,rb+qu;iaOF,hợp đồng
経由,けいゆ,"go by the way, via",JLPT JLPT_2 JLPT_3,iaYgH/NFbB,thông qua
ケース,ケース,case,JLPT_1 JLPT JLPT_2 JLPT_3,tQq4Ps7@D>,trường hợp
ゲーム,ゲーム,game,JLPT JLPT_2 JLPT_3,"f6tl8,95d0",trò chơi
劇,げき,"drama, play",JLPT JLPT_2 JLPT_3,Fj4m~K@AaE,kịch
劇場,げきじょう,"theater, playhouse",JLPT JLPT_2 JLPT_3,]#<%*v<%(,nhà hát
化粧,けしょう,make-up (cosmetic),JLPT JLPT_2 JLPT_3,kU@d`$tb#v,trang điểm
けち,けち,"stinginess, miser",JLPT JLPT_2 JLPT_3,s#8[d||F]p,keo kiệt
血液,けつえき,blood,JLPT JLPT_2 JLPT_3,hvJ?D%;5l%,máu
結果,けっか,"result, consequence",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,uus~EAck7g,kết quả
欠陥,けっかん,"defect, fault, deficiency",JLPT JLPT_2 JLPT_3,"JPtOP,>ga[",khuyết điểm
結局,けっきょく,"after all, eventually",JLPT JLPT_2 JLPT_3,jyia6$GYCZ,cuối cùng
決心,けっしん,"determination, resolution",JLPT JLPT_2 JLPT_3,c0O1]G99<],sự quyết tâm
欠席,けっせき,"absence, non-attendance",JLPT JLPT_2 JLPT_3,C}LnP5iu4O,vắng mặt
決定,けってい,"decision, determination",JLPT JLPT_2 JLPT_3,"Jp:0Ai2,VX",Quyết định
欠点,けってん,"faults, defect, weakness",JLPT JLPT_2 JLPT_3,M9`w:3e`~],Điều bất lợi
結論,けつろん,conclusion,JLPT JLPT_2 JLPT_3,iMXuHup!!R,tóm lại
煙,けむり,"smoke, fumes",JLPT JLPT_2 JLPT_3,lSxqx7`C*~,thuốc lá
蹴る,ける,to kick,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,MV$~w0X!y2,đá
券,けん,"ticket, certificate",JLPT JLPT_2 JLPT_3,hb?hf::?yp,vé
県,けん,prefecture,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,MN<nt8!(02,tỉnh
見解,けんかい,"opinion, point of view",JLPT JLPT_2 JLPT_3,G#%jy:[3F!,ý kiến
限界,げんかい,"limit, bound",JLPT JLPT_2 JLPT_3,JaoBjFZQ]<,giới hạn
現金,げんきん,cash,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,v>1Aj:QNui,tiền mặt
言語,げんご,language,JLPT JLPT_2 JLPT_3,ejQbjwn<j/,ngôn ngữ
健康,けんこう,health(y),JLPT JLPT_2 JLPT_3,n11FRELGTJ,khỏe mạnh
検査,けんさ,"inspection, examination",JLPT JLPT_2 JLPT_3,JUjY[Ey:u:,điều tra
現在,げんざい,"now (same as 今 (いま)), present, current",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,w(.$MQ!&Z<,Hiện nay
現実,げんじつ,reality,JLPT JLPT_2 JLPT_3,F232?ww;iJ,thực tế
現象,げんしょう,phenomenon,JLPT JLPT_2 JLPT_3,FyKmxf<-vO,Hiện tượng
現状,げんじょう,"present condition, status quo",JLPT JLPT_2 JLPT_3,N|BEb?m$K?,tình hình hiện tại
建設,けんせつ,"construction, foundation",JLPT JLPT_2 JLPT_3,znx=MK$=96,Sự thi công
現代,げんだい,"today, present-day",JLPT JLPT_2 JLPT_3,fu)f(:6JAs,hiện đại
建築,けんちく,"construction, architecture",JLPT JLPT_2 JLPT_3,"NM6eAgwD,T",ngành kiến ​​​​trúc
見当,けんとう,"estimate, guess",JLPT JLPT_2 JLPT_3,t]}1Fz~P+l,Ước lượng
検討,けんとう,"consideration, examination, investigation",JLPT JLPT_2 JLPT_3,Qr-3$@5oy:,Coi như
現場,げんば,"actual spot, scene, field",JLPT JLPT_2 JLPT_3,pPYxD+.Tt<,tại chỗ
憲法,けんぽう,constitution,JLPT JLPT_2 JLPT_3,Pt+Ua9}uUU,cấu tạo
権利,けんり,"right, privilege",JLPT JLPT_2 JLPT_3,BlH<4P^#PV,Phải
後,ご,"afterwards, since then",JLPT JLPT_2 JLPT_3,NFyG.<z1HC,mặt sau
碁,ご,Go (board game of capturing territory),JLPT JLPT_2 JLPT_3,e~/B8i!5F),Đi
恋,こい,"love, tender passion",JLPT JLPT_2 JLPT_3,I%Sh/ap#4{,yêu
濃い,こい,"thick (as of color, liquid), dense, strong",JLPT JLPT_2 JLPT_3,cR>i$T~1vO,tối tăm
恋人,こいびと,lover; sweetheart; girlfriend,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,"lgn5l,{H`B",người yêu
幸運,こううん,"good luck, fortune",JLPT JLPT_2 JLPT_3,u*FUt2q$fc,May mắn
講演,こうえん,"lecture, talk",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,"vP=[7BPl,E",Bài giảng
効果,こうか,"effect, result",JLPT JLPT_2 JLPT_3,vT0BrdLKhF,tác dụng
硬貨,こうか,coin,JLPT JLPT_2 JLPT_3,"qBE<@>&,:4",đồng xu
高価,こうか,high price,JLPT JLPT_2 JLPT_3,J01j$uto]T,đắt
豪華,ごうか,"luxurious, gorgeous, extravagance",JLPT JLPT_2 JLPT_3,VKR/XQP(/,sang trọng
合格,ごうかく,"success, passing (e.g., exam)",JLPT JLPT_2 JLPT_3,wSq<0USuY5,Đi qua
交換,こうかん,"exchange, swap",JLPT JLPT_2 JLPT_3,FoW0]ZL+c.,trao đổi
航空,こうくう,"aviation, flying",JLPT JLPT_2 JLPT_3,gKh#|Nhux,hàng không
光景,こうけい,"scene, spectacle",JLPT JLPT_2 JLPT_3,uTN)wO>N*m,Bối cảnh
合計,ごうけい,"sum total, total amount",JLPT JLPT_2 JLPT_3,z@(R~.`dKi,tổng cộng
攻撃,こうげき,"attack, strike, offensive",JLPT JLPT_2 JLPT_3,fbxr=B^K{z,tấn công
貢献,こうけん,"contribution, services",JLPT JLPT_2 JLPT_3,im57ib}9qS,sự đóng góp
広告,こうこく,advertisement,JLPT Genki_Ln.13 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki,qa5XPpB~K$,quảng cáo
交際,こうさい,"friendship, association, acquaintance",JLPT JLPT_2 JLPT_3,nH$6L6<H;R,Hẹn hò
校舎,こうしゃ,school building,JLPT JLPT_2 JLPT_3,x5W<B+BK>R,tòa nhà trường học
後者,こうしゃ,the latter,JLPT JLPT_2 JLPT_3,kUquk|vi;&,cái sau
工場,こうば,"factory, plant",JLPT JLPT_2 JLPT_3,"kU8AM-,iY!",nhà máy
公正,こうせい,"justice, fairness, impartiality",JLPT JLPT_2 JLPT_3,N@!)sH2_75,chỉ
構成,こうせい,"organization, composition",JLPT JLPT_2 JLPT_3,Fd-KLO&b~!,bố cục
高速,こうそく,"high speed, high gear",JLPT JLPT_2 JLPT_3,"B,HIrwQ4QK",tốc độ cao
行動,こうどう,"action, conduct, behavior",JLPT JLPT_2 JLPT_3,Q_m+2cq0*[,hoạt động
強盗,ごうとう,"robbery, burglary",JLPT JLPT_2 JLPT_3,lC8A_#]SF+,cướp
後輩,こうはい,junior members of a group,JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,exC.)`@)h[,người nhỏ tuổi hơn
幸福,こうふく,"happiness, blessedness",JLPT JLPT_2 JLPT_3,KnC^{e}c.-,niềm hạnh phúc
公平,こうへい,"fairness, impartial, justice",JLPT JLPT_2 JLPT_3,"HfCG]C,9b3",hội chợ
候補,こうほ,candidacy,JLPT JLPT_2 JLPT_3,jI7M_ck/=4,ứng viên
考慮,こうりょ,"consideration, taking into account",JLPT JLPT_2 JLPT_3,ORy-9jIY.M,coi như
越える,こえる,"to exceed, to cross over, to cross",JLPT JLPT_2 JLPT_3,Ps<w%<}`Nz,Để vượt qua
超える,こえる,"to exceed, to cross over, to cross",JLPT JLPT_2 JLPT_3,rn/xivT%1v,quá
コーチ,コーチ,coach,JLPT JLPT_2 JLPT_3,E.482d:D0W,huấn luyện viên
コード,コード,code; cord; chord,JLPT JLPT_2 JLPT_3,QKH0$=zpP3,mã số
氷,こおり,"ice, hail",JLPT JLPT_2 JLPT_3,jVp@v3rS)h,đá
凍る,こおる,"to freeze, to be frozen over, to congeal",JLPT JLPT_2 JLPT_3,A<P8Ao~%+S,Đông cứng
ゴール,ゴール,goal,JLPT JLPT_2 JLPT_3,PTY>]PCTXK,mục tiêu
誤解,ごかい,misunderstanding,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,FY37~etpV/,Sự hiểu lầm
語学,ごがく,language study,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,lSZ`^u4$^l,Ngôn ngữ
呼吸,こきゅう,"breath, respiration",JLPT JLPT_2 JLPT_3,HYaR{=4wss,thở
故郷,こきょう,hometown,JLPT JLPT_2 JLPT_3,x[p9$Yy?#r,quê hương
極,ごく,"quite, very",JLPT JLPT_2 JLPT_3,x-os]7T;c,cột
国語,こくご,national language,JLPT JLPT_2 JLPT_3,P(9q-`0&O-,ngôn ngữ quốc gia
国籍,こくせき,nationality,JLPT JLPT_2 JLPT_3,r.}Cb086.1,quốc tịch
黒板,こくばん,blackboard,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,gM[VFRJO/m,bảng đen
克服,こくふく,"conquest, overcome",JLPT JLPT_2 JLPT_3,cg-)t|ngzK,vượt qua
国民,こくみん,"national, people, citizen",JLPT JLPT_2 JLPT_3,K+q@X-WIB[,quốc gia
穀物,こくもつ,"grain, cereal, corn",JLPT JLPT_2 JLPT_3,EVuq#tu]8|,ngũ cốc
腰,こし,"hip, waist",JLPT JLPT_2 JLPT_3,m<9C4|i/Uj,thắt lưng
胡椒,こしょう,pepper,JLPT JLPT_2 JLPT_3,b)_&^<=JnX,tiêu đen
個人,こじん,"individual, private person",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,xJ9*Qc)q|;,riêng tư
越す,こす,"to go over (e.g., with audience)",JLPT JLPT_2 JLPT_3,N~a2o@b;S|,đi qua
超す,こす,"to cross, to pass, to tide over",JLPT JLPT_2 JLPT_3,E.}3vgSSP~,vượt qua
国家,こっか,"state, country, nation",JLPT JLPT_2 JLPT_3,g^&ilH.z=f,Quốc gia
国会,こっかい,"National Diet, parliament, congress",JLPT JLPT_2 JLPT_3,xLo2`0x`}C,Quốc hội
国境,こっきょう,national or state border,JLPT JLPT_2 JLPT_3,"ni,}~dk?wC",ranh giới
骨折,こっせつ,bone fracture,JLPT JLPT_2 JLPT_3,KXTKU$f!R4,gãy xương
小包,こづつみ,"parcel, package",JLPT JLPT_2 JLPT_3,EPSe<f!:WV,gói
琴,こと,Japanese harp,JLPT JLPT_2 JLPT_3,lswbJ>f(+[,Tần
異なる,ことなる,"to differ, to vary",JLPT JLPT_2 JLPT_3,GI=<w6vpiE,khác biệt
諺,ことわざ,"proverb, saying",JLPT JLPT_2 JLPT_3,NY!nEVJ<.6,tục ngữ
断る,ことわる,"to refuse, to decline, to dismiss",JLPT JLPT_2 JLPT_3,g8Tps~wm2h,từ chối
粉,こな,"flour, powder",JLPT JLPT_2 JLPT_3,"w.,c]65Xdw",hồng
好み,このみ,"liking, taste, choice",JLPT JLPT_2 JLPT_3,gist9XPg!/,sự ưa thích
好む,このむ,"to like, to prefer",JLPT JLPT_2 JLPT_3,O)%aoWh139,thích hơn
こぼす,こぼす,to spill,JLPT JLPT_2 JLPT_3,eD]eIT[NNo,tràn
こぼれる,こぼれる,"to overflow, to spill",JLPT JLPT_2 JLPT_3,D8@l08%7LL,tràn
塵,ごみ,"garbage, litter",JLPT JLPT_2 JLPT_3,A^PPEPy8?0,bụi
小麦,こむぎ,wheat,JLPT JLPT_2 JLPT_3,QFa;ZcAclR,lúa mì
ごめんなさい,ごめんなさい,"I beg your pardon, excuse me, I'm sorry",JLPT JLPT_3 JLPT_2 Genki_Ln.4 Genki,fxa7^/$d15,Xin lỗi
小屋,こや,"hut, cabin, shed",JLPT JLPT_2 JLPT_3,L1:(fi`+1`,túp lều
これら,これら,these,JLPT JLPT_2 JLPT_3,bJ5Dn}}2bE,những cái này
殺す,ころす,to kill,JLPT JLPT_2 JLPT_3,FEbGULqZc5,giết
転ぶ,ころぶ,"to fall down, to fall over",JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,fb9L+KGLPL,ngã
今回,こんかい,"now, this time, lately",JLPT JLPT_2 JLPT_3,v>V@:|&Nyu,lần này
今後,こんご,"from now on, hereafter",JLPT JLPT_2 JLPT_3,"i[%,=_sR{<",từ bây giờ trở đi
混雑,こんざつ,"confusion, congestion",JLPT JLPT_2 JLPT_3,nJ8&5%w5iO,sự tắc nghẽn
こんなに,こんなに,"so, like this, in this way",JLPT JLPT_2 JLPT_3,yp0~/ynI.y,Vì thế
困難,こんなん,"difficulty, distress",JLPT JLPT_2 JLPT_3,d&:m/eYAE},khó khăn
今日,こんにち,"today, this day",JLPT JLPT_2 JLPT_3,v>M{d#cP&m,Hôm nay
こんにちは,こんにちは,"hello, good day (daytime greeting)",JLPT JLPT_2 JLPT_3,v[Wf5IN)l&,Xin chào
婚約,こんやく,"engagement, betrothal",JLPT JLPT_2 JLPT_3,"K{EyJ!,l%Q",hôn ước
混乱,こんらん,"chaos, confusion, mayhem",JLPT JLPT_2 JLPT_3,"FayR37Z,t-",lú lẫn
差,さ,"difference, variation",JLPT JLPT_2 JLPT_3,FOmfV#Q?35,Sự khác biệt
サービス,サービス,"service, support system; goods or services without charge",JLPT JLPT_2 JLPT_3,bg5_R(4_L^,dịch vụ
際,さい,"on the occasion of, circumstances",JLPT JLPT_2 JLPT_3,Nv+d+Us](G,bờ rìa
最高,さいこう,"highest, supreme, the most",JLPT JLPT_2 JLPT_3,"Onra,t[Ph&",Cao nhất
財産,ざいさん,"property, fortune, assets",JLPT JLPT_2 JLPT_3,s;c/9B[#a4,tài sản
最終,さいしゅう,"last, closing",JLPT JLPT_2 JLPT_3,flW!HkNC&a,cuối cùng
最中,さいちゅう,in the middle of,JLPT JLPT_2 JLPT_3,Ek!(iCG2TX,Monaka
最低,さいてい,"least, lowest, worst",Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,N/OsVi[gL-,thấp nhất
才能,さいのう,"talent, ability",JLPT JLPT_2 JLPT_3,DHNwuYd#?N,tài năng
裁判,さいばん,"trial, judgment",JLPT JLPT_2 JLPT_3,Cj0VNC)aXI,sự thử nghiệm
材料,ざいりょう,"ingredients, material",JLPT JLPT_2 JLPT_3,k38qoD9zt6,Vật liệu
幸い,さいわい,fortunately; luckily,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,d2lSIg);.,May mắn thay
サイン,サイン,autograph; sign; sine,JLPT JLPT_2 JLPT_3,x?{c^]RVe$,dấu hiệu
境,さかい,"border, boundary, mental state",JLPT JLPT_2 JLPT_3,QShv^7rF%|,lãnh thổ
逆らう,さからう,"to go against, to oppose, to disobey",JLPT JLPT_2 JLPT_3,o`A^ehWi@^,kháng cự
盛り,さかり,"helping, serving",JLPT JLPT_2 JLPT_3,v$YrLV9qnx,phần
作業,さぎょう,"work, operation, manufacturing",JLPT JLPT_2 JLPT_3,b=vHpFfwSZ,công việc
裂く,さく,"to tear, to split",JLPT JLPT_2 JLPT_3,LDUwnq~#Q?,xé
昨,さく,"last (year), yesterday",JLPT JLPT_2 JLPT_3,GL+Y)4yXcS,Hôm qua
作品,さくひん,"work, opus, production",JLPT JLPT_2 JLPT_3,MGr8G06#z_,công việc
作物,さくもつ,"produce (e.g., agricultural), crops",JLPT JLPT_2 JLPT_3,p(LSOs6uw7,mùa vụ
桜,さくら,"cherry blossom, cherry tree",JLPT JLPT_2 JLPT_3,Jm^a%*`E!g,hoa anh đào
酒,さけ,"alcohol, sake",JLPT JLPT_2 JLPT_3,t}%j30SHEF,rượu
叫ぶ,さけぶ,"to shout, to cry",JLPT JLPT_2 JLPT_3,E5;W<1MI2|,hét lên
避ける,さける,"to avoid (physical contact); to ward off, to avert",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,QIaY:U+_Wa,tránh xa
支える,ささえる,"support, hold, sustain",JLPT JLPT_2 JLPT_3,e#(-!es11Q,ủng hộ
刺さる,ささる,"to stick, to be stuck",JLPT JLPT_2 JLPT_3,di2BW%43-n,xỏ khuyên
刺す,さす,"to sting, to bite (e.g., bug), to prick, to stab",JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,e48t5Q~CL_,đâm
指す,さす,"to point,",JLPT JLPT_2 JLPT_3,k`e;TAGgko,điểm
挿す,さす,"to insert, to put in, to graft",JLPT JLPT_2 JLPT_3,"MY60EU`x,H",Chèn
注す,さす,"to pour (drink), to serve (drinks)",JLPT JLPT_2 JLPT_3,qH4&#`}]gG,Rót
射す,さす,"to shine, to strike",JLPT JLPT_2 JLPT_3,u.)8@5Yw87,Bắn
座席,ざせき,seat,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,"tDVi}8QLX,",ghế
誘う,さそう,"to invite (someone to do something with you); to tempt, to lure",Genki_Ln.15 Intermediate_Japanese JLPT JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7 Genki,t@[{w{yfI4,mời
札,さつ,"bill, note",JLPT JLPT_2 JLPT_3,wTy^V@~}^O,Nhãn
作家,さっか,"author, writer, novelist",JLPT JLPT_2 JLPT_3,BKI1ycChW6,nhà văn
作曲,さっきょく,composition (of music),JLPT JLPT_2 JLPT_3,Io0i{.3D4v,Bố cục
ざっと,ざっと,"roughly, in round numbers",JLPT JLPT_2 JLPT_3,"l]%gAJA,OM",Khoảng
さっぱり,さっぱり,"feeling refreshed, neat",JLPT JLPT_2 JLPT_3,"f,Wl.Ci0`l",Tươi mát
さて,さて,"well; now (typically used when switching to a new, usually more important topic)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,LIh4>dp+/=,Hiện nay
砂漠,さばく,desert,JLPT JLPT_2 JLPT_3,kKUmiT9F9W,sa mạc
差別,さべつ,"discrimination, differentiation",JLPT JLPT_2 JLPT_3,dyD!/ON4A8,sự khác biệt
ママ,ママ,Mama,JLPT JLPT_2 JLPT_3,zyZFReMUU6,Mẹ
豆,まめ,"beans, peas",JLPT JLPT_2 JLPT_3,GoM5kwLZ`E,đậu
守る,まもる,to protect; to abide (by the rules),JLPT JLPT_2 JLPT_3,KIn|zt16*V,bảo vệ
迷う,まよう,"to be puzzled, to be perplexed, to lose one's way",JLPT JLPT_2 JLPT_3,L;:4YYq`)5,Tôi thấy khó hiểu.
丸,まる,"circle, full (month)",JLPT JLPT_2 JLPT_3,Q)LW*l-M`[,Vòng tròn
円,まる,circle,JLPT JLPT_2 JLPT_3,c11Q@w}#J~,vòng tròn
まるで,まるで,just like,JLPT JLPT_2 JLPT_3,nQ6e%/X<.r,Nó giống như
万一,まんいち,"by some chance, if by any chance",JLPT JLPT_2 JLPT_3,H0H9j9*ddg,phòng trường hợp
満足,まんぞく,satisfaction,JLPT JLPT_2 JLPT_3,Qfyuj9^wer,sự hài lòng
身,み,"body, main part",JLPT JLPT_2 JLPT_3,FD}%mUxg1n,thân hình
実,み,"fruit, seed, good result",JLPT JLPT_2 JLPT_3,j`zE[mIWkt,hoa quả
見送り,みおくり,seeing one off,JLPT JLPT_2 JLPT_3,"zL,W$(?WXy",tiễn biệt
味方,みかた,"ally, supporter",JLPT JLPT_2 JLPT_3,EF85/VL>m_,Đồng minh
見事,みごと,"splendid, magnificent",JLPT JLPT_2 JLPT_3,FG5RYvwId;,Tuyệt vời
ミス,ミス,"miss (mistake, error, failure), Miss",JLPT_1 JLPT JLPT_2 JLPT_3,h#^4pNfLXB,Cô
満ちる,みちる,"to be full, to mature",JLPT JLPT_2 JLPT_3,u[~LhQX)13,đầy
密,みつ,"thick, close",JLPT JLPT_2 JLPT_3,Q7s<b_//qW,dày đặc
認める,みとめる,"to recognize, to notice; to approve",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13 Intermediate_Japanese_Ln.3,"JetA%b8l~,",thừa nhận
見舞い,みまい,"expression of sympathy, expression of concern",JLPT JLPT_2 JLPT_3,nw{(:&zpou,Đi thăm người bệnh
土産,みやげ,souvenir,JLPT JLPT_2 JLPT_3,z~]qvc)tb[,quà lưu niệm
都,みやこ,city; capital,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,B3uIy2Ddpn,Tất cả
妙,みょう,"strange, unusual",JLPT JLPT_2 JLPT_3,LNAQ6Xt7x$,Myo
明後日,みょうごにち,day after tomorrow,JLPT JLPT_2 JLPT_3,vq>.q}^O]P,ngày kia
未来,みらい,future (life tense),JLPT JLPT_2 JLPT_3,Ghk@nVs)kS,tương lai
魅力,みりょく,"charm, fascination, appeal",JLPT JLPT_2 JLPT_3,w{[H?`kNh],sự quyến rũ
診る,みる,to examine (a patient),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,Ap.|xWc<xg,Nghiên cứu
ミルク,ミルク,milk,JLPT JLPT_2 JLPT_3,rW2yU+[.3;,sữa
無,む,"nothing, naught, zero",JLPT JLPT_2 JLPT_3,M/]]Gfu|C<,không có
向かい,むかい,"facing, opposite, across",JLPT JLPT_2 JLPT_3,v-M][z30<G,đối diện
迎え,むかえ,"meeting, person sent to pick up an arrival",JLPT JLPT_2 JLPT_3,M.JFq}D{XW,Nhặt lên
向く,むく,to face,JLPT JLPT_2 JLPT_3,"B?VOe(a,ck",Xoay
剥く,むく,"to peel, to skin",JLPT JLPT_2 JLPT_3,O9G!=VsU$R,bóc
向ける,むける,"to turn towards, to point",JLPT JLPT_2 JLPT_3,O0#L}~28:p,Để chỉ
無視,むし,"disregard, ignore",JLPT JLPT_2 JLPT_3,"H?.,UKB|]n",phớt lờ
蒸し暑い,むしあつい,"humid, sultry",JLPT JLPT_2 JLPT_3,b:SYmm(y*W,ẩm ướt
虫歯,むしば,"cavity, tooth decay",JLPT JLPT_2 JLPT_3,p^*~90tI~;,sâu răng
寧ろ,むしろ,"rather, better, instead",JLPT JLPT_2 JLPT_3,iKd&nF*kp>,hơn là
蒸す,むす,"to steam, to poultice, to be sultry",JLPT JLPT_2 JLPT_3,A8e|Klqr_`,hơi nước
結ぶ,むすぶ,"to tie, to bind, to link",JLPT JLPT_2 JLPT_3,ymg7!.{d0`,cà vạt
無駄,むだ,"futility, uselessness",JLPT JLPT_2 JLPT_3,f?04M}_6S/,rác thải
