expression,reading,meaning,tags,guid,vietnamese_definition
微か,かすか,"faint, dim, weak",JLPT_1 JLPT,"iuQ;E47,]H",Ngất xỉu
霞む,かすむ,"to grow hazy, to be misty",JLPT_1 JLPT,Muk^XW#N{G,mờ ảo
擦る,かする,"to rub, to chafe",JLPT_1 JLPT,b*c:1ipqfg,xoa bóp
火星,かせい,Mars,JLPT_1 JLPT,hK6{i6DNme,Sao Hỏa
化石,かせき,"fossil, petrifaction, fossilization",JLPT_1 JLPT,i)2P[%uf@w,hóa thạch
河川,かせん,rivers,JLPT_1 JLPT,j9XYM<zDW5,sông
化繊,かせん,synthetic fibers,JLPT_1 JLPT,A<4D0W-y5X,Sợi tổng hợp
過疎,かそ,depopulation,JLPT_1 JLPT,C6FP<#I<*d,Khu vực thưa dân
片～,かた～,single ~,JLPT_1 JLPT,p/$/VrksK},Mảnh~
片言,かたこと,"broken (in reference to speaking style, e.g., Japanese)",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,nEkc_9&ki`,Tiếng Nhật bập bẹ
傾ける,かたむける,"to incline, to tilt, to bend",JLPT_1 JLPT,g+aTq;z^TG,nghiêng
固める,かためる,"to harden, to freeze, to fortify",JLPT_1 JLPT,M}jO{cRWN^,đông đặc
傍ら,かたわら,"beside(s, while, nearby",JLPT_1 JLPT,H(u3_23(VR,bên cạnh
花壇,かだん,flower bed,JLPT_1 JLPT,vyDiG-w#Vb,luống hoa
家畜,かちく,"domestic animals, livestock, cattle",JLPT_1 JLPT,sf(M2A{2zC,gia súc
且つ,かつ,"yet, and",JLPT_1 JLPT,"bxhWiXnmE,",Và
がっくり,がっくり,heartbroken,JLPT_1 JLPT,n#j+;o[:]<,Thất vọng
合唱,がっしょう,"chorus, singing in a chorus",JLPT_1 JLPT,"ck-jle>!,g",điệp khúc
がっしり,がっしり,"firmly, solidly, tough",JLPT_1 JLPT,Kl0>:WZG~Z,Chắc chắn
合致,がっち,"agreement, concurrence, conforming to",JLPT_1 JLPT,Af^(s-@)C7,Cuộc thi đấu
がっちり,がっちり,"solidly built, tightly",JLPT_1 JLPT,dl.]7IVV60,Chất rắn
かつて,かつて,"once, before, formerly",JLPT_1 JLPT,fI;@sLyG_Q,Trong quá khứ
勝手,かって,"kitchen; one's way, selfishness",JLPT_1 JLPT,r+VI)d1wQ0,ích kỷ
カット,カット,"cut, cutting",JLPT_1 JLPT,Q+NVsyIn!c,cắt
活発,かっぱつ,"vigor, active",JLPT_1 JLPT,M`7Eo@!%5A,tích cực
合併,がっぺい,"combination, amalgamation, merger",JLPT_1 JLPT,h>=`Vc9TZZ,hợp nhất
カテゴリー,カテゴリー,category,JLPT_1 JLPT,JAwB1=<{pF,Loại
叶う,かなう,to come true,JLPT_1 JLPT,E5LD5p#as=,trở thành sự thật
叶える,かなえる,"to grant (request, wish)",JLPT_1 JLPT,x!3$MxvZF0,Hãy biến điều đó thành hiện thực
金槌,かなづち,(iron) hammer,JLPT_1 JLPT,C7&9nlfhkO,búa
かなわない,かなわない,"be beyond one's power, be unable",JLPT_1 JLPT,i9$e:WA[rV,Tôi không thể tham gia thi đấu.
加入,かにゅう,"becoming a member, admission",JLPT_1 JLPT,"w%]Rn6,Z,X",tham gia
予て,かねて,"previously, already, lately",JLPT_1 JLPT,i+&=;*57v},Trước đây
庇う,かばう,"to protect someone, to&nbsp;&nbsp;cover up for someone",JLPT_1 JLPT,e-}GY5UR@1,bảo vệ
株式,かぶしき,stock,JLPT_1 JLPT,nMsDO&gGxt,Cổ phần
かぶれる,かぶれる,to react to; to be influenced by,JLPT_1 JLPT,C5U+~~@Gnd,phát ban
花粉,かふん,pollen,JLPT_1 JLPT,Gm8]&VGB-;,phấn hoa
貨幣,かへい,"money, currency, coinage",JLPT_1 JLPT,F<$WXw={D<,tiền tệ
構える,かまえる,to set up,JLPT_1 JLPT,jB<-nj(U&|,Hãy giữ vững lập trường
過密,かみつ,crowded,JLPT_1 JLPT,AOD1mkToDl,Quá đông đúc
噛み切る,かみきる,"to bite off, to gnaw through",JLPT_1 JLPT,"hh,VOk`A<;",Cắn đứt
カムバック,カムバック,comeback,JLPT_1 JLPT,HjHeH1>k=t,sự trở lại
カメラマン,カメラマン,cameraman,JLPT_1 JLPT,:MlB;<{_:,nhiếp ảnh gia
粥,かゆ,rice porridge,JLPT_1 JLPT,fFz9w`]5pq,Cháo
体付き,からだつき,"body build, figure",JLPT_1 JLPT,D?fkTo{@|E,Hình dáng cơ thể
絡む,からむ,"to entangle, to entwine",JLPT_1 JLPT,O17r;^Y(oJ,vướng mắc
かりに,かりに,"temporarily; if, for argument's sake",JLPT_1 JLPT,c$0g$/@+f7,Ví dụ
カルテ,カルテ,clinical records (GER: Karte),JLPT_1 JLPT,GwQApsAV[E,Hồ sơ y tế
ガレージ,ガレージ,garage (at house),JLPT_1 JLPT,LKr$xf+m)f,ga-ra 
過労,かろう,"overwork, strain",JLPT_1 JLPT,Dx#E|nd<`@,làm việc quá sức
かろうじて,かろうじて,"barely, narrowly",JLPT_1 JLPT,wzpJb%R2eZ,hầu như không
交す,かわす,to exchange,JLPT_1 JLPT,ytWMD-K7Sv,né tránh
代る代る,かわるがわる,alternately,JLPT_1 JLPT,Q<D|kTCMFu,luân phiên
簡易,かんい,"simplicity, easiness, quasi-",JLPT_1 JLPT,Qdl&|7}97?,Đơn giản
灌漑,かんがい,irrigation,JLPT_1 JLPT,x3v&{30@Ie,Tưới tiêu
眼科,がんか,ophthalmology,JLPT_1 JLPT,y$)@b7Z=25,nhãn khoa
眼球,がんきゅう,eyeball,JLPT_1 JLPT,ppa9QzmFoc,nhãn cầu
玩具,がんぐ,toy,JLPT_1 JLPT,Fu?U%1UjU`,Đồ chơi
簡潔,かんけつ,"brevity, concise, simple",JLPT_1 JLPT,Ch64u(7Zi6,ngắn gọn
還元,かんげん,"resolution, reduction, return",JLPT_1 JLPT,b1~cd_rb8g,sự giảm bớt
看護,かんご,nursing,JLPT_1 JLPT,v]`cby4zI~,điều dưỡng
漢語,かんご,"Chinese word, Sino-Japanese word",JLPT_1 JLPT,BzS`z3a0wD,Trung Quốc
頑固,がんこ,"stubbornness, obstinacy",JLPT_1 JLPT,iS7AjV-r.~,bướng bỉnh
勧告,かんこく,"advice, counsel",JLPT_1 JLPT,ReTMd+-Cqd,Sự giới thiệu
換算,かんさん,"conversion, change, exchange",JLPT_1 JLPT,V_iERi63U,Chuyển đổi
監視,かんし,"observation, guarding, surveillance",JLPT_1 JLPT,xYmgA~gB7D,Giám sát
慣習,かんしゅう,usual (historical) custom,JLPT_1 JLPT,xb4/I5BD9M,phong tục
観衆,かんしゅう,"spectators, audience",JLPT_1 JLPT,suIg*_}y!},Khán giả
願書,がんしょ,application form,JLPT_1 JLPT,PJ0db[)2y/,Mẫu đơn đăng ký
干渉,かんしょう,"interference, intervention",JLPT_1 JLPT,FlV}wK<+oD,sự can thiệp
頑丈,がんじょう,"solid, firm, strong",JLPT_1 JLPT,o)b^-Y;KL),Chắc chắn
感触,かんしょく,"sense of touch, feeling, sensation",JLPT_1 JLPT,Ll+!^%W~Bg,kết cấu
肝心,かんじん,"essential, fundamental, crucial",JLPT_1 JLPT,cGezcCU7jN,Điều quan trọng
肝腎,かんじん,"essential, fundamental, crucial",JLPT_1 JLPT,qQm@vZEhuX,gan và thận
関税,かんぜい,"customs, duty, tariff",JLPT_1 JLPT,J<YhnUzDH9,Thuế hải quan
岩石,がんせき,rock,JLPT_1 JLPT,Fvc~*$ysUp,đá
感染,かんせん,"infection, contagion",JLPT_1 JLPT,yaKv$j-u9~,Nhiễm trùng
幹線,かんせん,"main line, trunk line",JLPT_1 JLPT,qnR@^N<xB(,Tuyến chính
簡素,かんそ,"simplicity, plain",JLPT_1 JLPT,jcV8%N9G]T,Đơn giản
観点,かんてん,point of view,JLPT_1 JLPT,sRkkbw!PVn,luật xa gần
感度,かんど,"sensitivity, severity (quake)",JLPT_1 JLPT,c!Eb1-<+V1,độ nhạy
カンニング,カンニング,"cunning, cheat",JLPT_1 JLPT,f{(PYG4OSM,Gian lận
元年,がんねん,first year (of a specific reign),JLPT_1 JLPT,hmCuQzSd35,Năm 1
幹部,かんぶ,"management, executive",JLPT_1 JLPT,L1KYyf^E^2,cán bộ
完ぺき,かんぺき,"perfection, completeness, flawless",JLPT_1 JLPT,z+SJefr{>B,Hoàn hảo
勘弁,かんべん,"pardon, forgiveness, forbearance",JLPT_1 JLPT,"l*Q,*Lu2Mg",Xin hãy tha thứ cho tôi.
感無量,かんむりょう,"deep feeling, filled with emotion",JLPT_1 JLPT,h`NZ!a[CSf,Tôi đang vô cùng xúc động.
勧誘,かんゆう,"invitation, canvassing, inducement",JLPT_1 Intermediate_Japanese_Ln.5 JLPT Intermediate_Japanese,fyr>KNdC{T,Yêu cầu
関与,かんよ,"participation, taking part in",JLPT_1 JLPT,d<Jle/NX</,Sự tham gia
寛容,かんよう,"forbearance, tolerance, generosity, involvement",JLPT_1 JLPT,f|A2.V0M-n,sức chịu đựng
元来,がんらい,"originally, naturally",JLPT_1 JLPT,Cno5E):pRp,ban đầu
観覧,かんらん,viewing,JLPT_1 JLPT,"A$Cx0<I,I0",Xem
慣例,かんれい,"custom, precedent, of convention",JLPT_1 JLPT,t0a}a`u9:H,Công ước
還暦,かんれき,60th birthday,JLPT_1 JLPT,4cAN40ulx,Sinh nhật lần thứ 60
貫禄,かんろく,"presence, dignity",JLPT_1 JLPT,I1]lC*Xh&L,phẩm giá
緩和,かんわ,"relief, mitigation",JLPT_1 JLPT,"k^:RZ|u,e@",sự cứu tế
議案,ぎあん,legislative bill,JLPT_1 JLPT,"I,VMbY@&-V",cử động
危害,きがい,"injury, harm, danger",JLPT_1 JLPT,F>Z;`xG3Np,làm hại
企画,きかく,"planning, project",JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,w*I2LS4{H:,kế hoạch
規格,きかく,"standard, norm",JLPT_1 JLPT,"xzs,)in_UO",Thông số kỹ thuật
着飾る,きかざる,to dress up,JLPT_1 JLPT,HoI9}BI#^/,Mặc đồ
気兼ね,きがね,"hesitance, diffidence, feeling constraint",JLPT_1 JLPT,GRlL|p}26%,do dự
気軽,きがる,"cheerful, buoyant, lighthearted",JLPT_1 JLPT,s;sgdqP}O.,bình thường
危機,きき,crisis,JLPT_1 JLPT,C.^&25N@a~,khủng hoảng
聞き取り,ききとり,listening comprehension,JLPT_1 JLPT,soL?dWfD3o,Nghe
効き目,ききめ,"effect, virtue, efficacy",JLPT_1 JLPT,"i,@$ZV_BJi",hiệu quả
帰京,ききょう,returning to Tokyo,JLPT_1 JLPT,wzR`J2j)`0,Trở lại Tokyo
戯曲,ぎきょく,"play, drama",JLPT_1 JLPT,Dx[W!Tbqvu,chơi
基金,ききん,"fund, foundation",JLPT_1 JLPT,Jsw14fTONr,quỹ
喜劇,きげき,"comedy, funny show",JLPT_1 JLPT,vo)8mTt@2i,hài kịch
議決,ぎけつ,"resolution, decision, vote",JLPT_1 JLPT,ina$-8>Dz[,Bỏ phiếu
棄権,きけん,"abstain from voting, renunciation of a right",JLPT_1 JLPT,yPr@u5g:%p,Kiêng cữ
既婚,きこん,married,JLPT_1 JLPT,"zec,ws!-1^",đã cưới
気障,きざ,"affectation, conceit, snobbery",JLPT_1 JLPT,PIJe@Xxivf,Kiêu căng
記載,きさい,"mention, entry",JLPT_1 JLPT,"AtF!,w].-2",Sự miêu tả
兆,きざし,"sign, omen, indication",JLPT_1 JLPT,KEdc345jt(,nghìn tỷ
気質,きしつ,"character, trait, temperament",JLPT_1 JLPT,sH[}/atE{z,tính khí
期日,きじつ,"fixed date, settlement date",JLPT_1 JLPT,"v,pIo6nfY,",ngày đến hạn
きしむ,きしむ,"to jar, to creak, to grate",JLPT_1 JLPT,JyV83hu3eM,tiếng kẽo kẹt
議事堂,ぎじどう,Diet building,JLPT_1 JLPT,ku.2udaM_,Tòa nhà Quốc hội
記述,きじゅつ,"describing, descriptor",JLPT_1 JLPT,keg8V#>EyG,Sự miêu tả
気象,きしょう,"weather, climate",JLPT_1 JLPT,i8sg{g&{j*,thời tiết
傷付く,きずつく,"to be hurt, to be wounded, to get injured",JLPT_1 JLPT,g#?]Ssa:Ux,bị thương
傷付ける,きずつける,"to wound, to hurt someone's feelings",JLPT_1 JLPT,W04_o[&8W,làm tổn thương
犠牲,ぎせい,sacrifice,JLPT_1 JLPT,eAtE.H0;PV,Hy sinh
汽船,きせん,steamship,JLPT_1 JLPT,"gyZ:?sW,`(",Tàu hơi nước
寄贈,きぞう,"donation, presentation",JLPT_1 JLPT,k3nUp@KIzg,Quyên góp
偽造,ぎぞう,"forgery, fabrication, counterfeiting",JLPT_1 JLPT,K;j2M?f~?!,Giả mạo
貴族,きぞく,"noble, aristocrat",JLPT_1 JLPT,inVAX<UF+i,quý tộc
議題,ぎだい,"topic of discussion, agenda",JLPT_1 JLPT,Q@WjbgZGbs,vấn đề
鍛える,きたえる,"to forge, to train, to discipline",JLPT_1 JLPT,G>3/bExrby,Xe lửa
気立て,きだて,"good-natured, kind-hearted",JLPT_1 JLPT,h61-}t=4fL,tính khí
来る,きたる,"to come, to approach,",JLPT_1 JLPT,s])r!JZ-b4,đến
きちっと,きちっと,"exactly, perfectly",JLPT_1 JLPT,D#t!(nebzD,gọn gàng
几帳面,きちょうめん,"methodical, punctual, steady",JLPT_1 JLPT,Idj9h;q|%y,tỉ mỉ
きっかり,きっかり,"exactly, precisely",JLPT_1 JLPT,cC(nm-eKo^,chính xác
きっちり,きっちり,"precisely, tightly",JLPT_1 JLPT,p.hrrI+jm1,gọn gàng
きっぱり,きっぱり,"clearly, plainly, distinctly",JLPT_1 JLPT,u>9}K{Kf.I,Chắc chắn
規定,きてい,"regulation, provisions",JLPT_1 JLPT,KTPp;1&S1u,Quy định
起点,きてん,starting point,JLPT_1 JLPT,",M-]_[Vyp",điểm bắt đầu
軌道,きどう,orbit; track,JLPT_1 JLPT,P=9KAyqi}b,theo dõi
技能,ぎのう,"technical skill, ability, capacity",JLPT_1 JLPT,waI%d;Y5LY,Kỹ năng
規範,きはん,"model, standard, example",JLPT_1 JLPT,L8HXSBw0.5,thông số kỹ thuật
気品,きひん,"grace, elegance",JLPT_1 JLPT,cT4)YAkk45,Sự thanh lịch
気風,きふう,"character, traits, ethos",JLPT_1 JLPT,cU@qu%MT$c,tinh thần
起伏,きふく,undulation,JLPT_1 JLPT,DG3WXr]W9o,thăng trầm
規模,きぼ,"scale, scope, plan, structure",JLPT_1 JLPT,vN{{=xfB<k,tỉ lệ
気まぐれ,きまぐれ,"whim, caprice, uneven temper",JLPT_1 JLPT,EUJagum[Gi,Kỳ quái
生真面目,きまじめ,"serious, sincerity",JLPT_1 JLPT,B$#zm{x$(/,Rất nghiêm trọng
期末,きまつ,(end of the season or term),JLPT_1 JLPT,rB>aq=EB!L,Bài kiểm tra cuối kỳ
きまりわるい,きまりわるい,"feeling awkward, being ashamed",JLPT_1 JLPT,i^-fu~OpOW,xấu hổ
記名,きめい,"signature, register",JLPT_1 JLPT,LeN-Up#$*/,Tên
規約,きやく,"agreement, rules, code",JLPT_1 JLPT,p:ItXku)R],Điều khoản và điều kiện
脚色,きゃくしょく,"dramatization (e.g., film",JLPT_1 JLPT,A3B8`j%szk,vai trò
逆転,ぎゃくてん,"(sudden) change, reversal, turn-around",JLPT_1 JLPT,b}F-L9oFMV,Đảo ngược
脚本,きゃくほん,scenario,JLPT_1 JLPT,BqjNB^gQ4E,Kịch bản
華奢,きゃしゃ,"delicate, slender",JLPT_1 JLPT,K{%YNbdXo{,thanh tú
客観,きゃっかん,objective,JLPT_1 JLPT,FE+)c7=xm.,khách quan
キャッチ,キャッチ,catch,JLPT_1 JLPT,EE+~Pnl{z$,nắm lấy
キャリア,キャリア,"career, career government employee",JLPT_1 JLPT,917%#^`DD,Sự nghiệp
救援,きゅうえん,"relief, rescue, reinforcement",JLPT_1 JLPT,"xis(gT,lCH",giải thoát
休学,きゅうがく,"temporary absence from school, suspension",JLPT_1 JLPT,peW#H`ri[=,Nghỉ phép
究極,きゅうきょく,"ultimate, final, eventual",JLPT_1 JLPT,Ft[`OH9ZtO,tối thượng
窮屈,きゅうくつ,"narrow, tight, formal",JLPT_1 JLPT,"HH&,U(vAg`",chật chội
球根,きゅうこん,(plant) bulb,JLPT_1 JLPT,Q6BKH*&nE1,bóng đèn
救済,きゅうさい,"relief, aid, rescue",JLPT_1 JLPT,c=d|._&IWr,sự cứu tế
給仕,きゅうじ,waiter,JLPT_1 JLPT,pzoWY8TS(/,phục vụ nam
給食,きゅうしょく,"school lunch, providing a meal",JLPT_1 JLPT,zeAtvQ@_)h,bữa trưa ở trường
休戦,きゅうせん,"truce, armistice",JLPT_1 JLPT,Q9p5.}YQtg,ngừng bắn
宮殿,きゅうでん,palace,JLPT_1 JLPT,EOPs=A9D6~,cung điện
旧知,きゅうち,"old friend, old friendship",JLPT_1 JLPT,A}I5035vZ1,Người quen cũ
窮乏,きゅうぼう,poverty,JLPT_1 JLPT,fEoLTLW@>],nghèo
寄与,きよ,"contribution, service",JLPT_1 JLPT,hYW_RFKwv/,sự đóng góp
強,きょう,strong,JLPT_1 JLPT,j5ZhDwA$S,mạnh mẽ
～狂,～きょう,"maniac, fan, freak",JLPT_1 JLPT,wkNK|ibT&!,~Điên rồ
驚異,きょうい,"wonder, miracle",JLPT_1 JLPT,I!i(y?o6E:,Tuyệt vời
教科,きょうか,"subject, curriculum",JLPT_1 JLPT,M&=I]j0/Y0,Chủ thể
協会,きょうかい,"association, society, organization",JLPT_1 JLPT,Oz4*Mxo4//,Sự kết hợp
共学,きょうがく,coeducation,JLPT_1 JLPT,eKY($Dr5lQ,Đồng giáo dục
共感,きょうかん,"sympathy, response",JLPT_1 JLPT,w0|w&}3|}:,sự đồng cảm
境遇,きょうぐう,"environment, circumstances",JLPT_1 JLPT,dN:;6sg&]2,Trường hợp
教訓,きょうくん,"lesson, precept, moral instruction",JLPT_1 JLPT,pOHPj(bnYG,bài học
強行,きょうこう,"forcing, enforcement",JLPT_1 JLPT,tf7&|-V:n8,lực lượng
強硬,きょうこう,"firm, vigorous, stubborn",JLPT_1 JLPT,bA*b92)[ZU,khó
教材,きょうざい,teaching materials,JLPT_1 JLPT,p)!Q@]*y>T,sách giáo khoa
凶作,きょうさく,"bad harvest, poor crop",JLPT_1 JLPT,I`.1X|DPXu,mùa màng thất bát
業者,ぎょうしゃ,"trader, merchant",JLPT_1 JLPT,o&/6(ODjkj,Nhà thầu
教習,きょうしゅう,"training, instruction",JLPT_1 JLPT,H/=&)s/)`t,Bài học lái xe
郷愁,きょうしゅう,"nostalgia, homesickness",JLPT_1 JLPT,eZKQ^QCO2_,Nỗi nhớ
教職,きょうしょく,teaching profession,JLPT_1 JLPT,y`GfZjj}.E,Giảng viên
興じる,きょうじる,"to amuse oneself, to make merry",JLPT_1 JLPT,"Q;m4!,`BN,",để tận hưởng
強制,きょうせい,"obligation, compulsion, enforcement",JLPT_1 JLPT,Hm$>AvE1~h,Bị ép
行政,ぎょうせい,administration,JLPT_1 JLPT,r~TWhqKvAt,hành chính
業績,ぎょうせき,"achievement, work, contribution",JLPT_1 JLPT,Lk<<za38cF,Hiệu suất
共存,きょうぞん,coexistence,JLPT_1 JLPT,Ij!^n@6%SF,cùng tồn tại
協定,きょうてい,"arrangement, pact, agreement",JLPT_1 JLPT,K9?Jw]OMOi,giao thức
郷土,きょうど,homeland,JLPT_1 JLPT,Q4`7(5-Vb`,Địa phương
脅迫,きょうはく,"threat, coercion",JLPT_1 JLPT,k[s}KC9iC{,tống tiền
業務,ぎょうむ,"business, duties, work",JLPT_1 JLPT,b&$V6PlYM?,việc kinh doanh
共鳴,きょうめい,"resonance, sympathy",JLPT_1 JLPT,kl1yRR~Dbc,cộng hưởng
郷里,きょうり,"birth-place, home town",JLPT_1 JLPT,J6)+at[SJG,Quê hương
強烈,きょうれつ,"strong, intense, severe",JLPT_1 JLPT,r]=;%Z2Ns;,mạnh
共和,きょうわ,"republicanism, cooperation",JLPT_1 JLPT,GU{+)z^)dD,Cộng hòa
局限,きょくげん,"limit, localize",JLPT_1 JLPT,xsMbwTI.xJ,Hạn chế
極端,きょくたん,"extreme, extremity",JLPT_1 JLPT,P.Mzv1I{9},vô cùng
居住,きょじゅう,residence,JLPT_1 JLPT,m]/OZ*9GsC,sống
拒絶,きょぜつ,"refusal, rejection",JLPT_1 JLPT,pF/Q.UL^fh,từ chối
漁船,ぎょせん,fishing boat,JLPT_1 JLPT,M@u:oyW>Kw,thuyền đánh cá
漁村,ぎょそん,fishing village,JLPT_1 JLPT,oLHH[@w)KZ,làng chài
拒否,きょひ,"denial, rejection, refusal",JLPT_1 JLPT,xZG_N4@O9B,từ chối
許容,きょよう,"permission, pardon",JLPT_1 JLPT,"m;[9Tjw,qU",Được phép
清らか,きよらか,"clean, pure, chaste",JLPT_1 JLPT,rPKJ~vEwnZ,Nguyên chất
きらびやか,きらびやか,"gorgeous, gaudy, dazzling",JLPT_1 JLPT,t+RU;/m(KM,Rực rỡ
～きり,～きり,only,JLPT_1 JLPT,uzRZwLFG-t,~kiri
義理,ぎり,"debt of gratitude, obligation",JLPT_1 JLPT,so:x7klic},Nghĩa vụ
切替,きりかえ,"exchange, conversion, switchover",JLPT_1 JLPT,B])<#Pn[DB,chuyển đổi
気流,きりゅう,atmospheric current,JLPT_1 JLPT,ph[xS7hP4#,dòng không khí
切れ目,きれめ,"break, pause, gap",JLPT_1 JLPT,"C#,Pog7@LR",cắt
疑惑,ぎわく,"doubt, misgivings, suspicion",JLPT_1 JLPT,se:RwXAAh,Bối rối
極めて,きわめて,"exceedingly, extremely (written expression)",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,EKB18v#}a&,vô cùng
近眼,きんがん,nearsightedness,JLPT_1 JLPT,dD[Q^z/~(w,Cận thị
緊急,きんきゅう,"urgent, pressing, emergency",JLPT_1 JLPT,DgtR0$#5Qg,cấp bách
近郊,きんこう,"suburbs, outskirts",JLPT_1 JLPT,JfO#&<*3[k,vùng ngoại ô
均衡,きんこう,"equilibrium, balance",JLPT_1 JLPT,x>zIhBvkg*,cân bằng
禁じる,きんじる,to prohibit,JLPT_1 JLPT,r7Q>%_(/mr,Cấm
勤勉,きんべん,"industry, diligence",JLPT_1 JLPT,uYoa=%x]!q,siêng năng
吟味,ぎんみ,"examination, careful investigation",JLPT_1 JLPT,p>zee?sO9;,Bài kiểm tra
勤務,きんむ,"service, duty, work",JLPT_1 JLPT,hhs(k1{TN},công việc
禁物,きんもつ,"taboo, forbidden thing",JLPT_1 JLPT,sWH*^U2<+H,Cấm
勤労,きんろう,"labor, exertion, diligent service",JLPT_1 JLPT,C^)QBm`a.U,công việc
クイズ,クイズ,quiz,JLPT_1 JLPT,m9+]J[|ov;,bài kiểm tra
食い違う,くいちがう,"to cross each other, to differ",JLPT_1 JLPT,dlUQZZk[k&,Sự khác biệt
空間,くうかん,"space, room, airspace",JLPT_1 JLPT,"FOY$+>M@U,",không gian
空腹,くうふく,hunger,JLPT_1 JLPT,"o,>8F>0y;H",Đói
区画,くかく,"division, section, area",JLPT_1 JLPT,hbtu==:uia,phần
区間,くかん,section,JLPT_1 JLPT,tS6N_tjG&R,phần
茎,くき,stalk,JLPT_1 JLPT,O5c;9[C7}%,thân cây
区切り,くぎり,"an end, a stop, punctuation",JLPT_1 JLPT,zqK^J|1vVI,bộ phân tách
くぐる,くぐる,to pass through; to go around,JLPT_1 JLPT,"bMchGH<.,G",đi xuống
くじ (～をひく),くじ (～をひく),"lottery, lot",JLPT_1 JLPT,ziu-}:42)#,Vẽ nhiều (vẽ nhiều)
くじびき,くじびき,"lottery, drawn lot",JLPT_1 JLPT,t-q[>)aB/{,xổ số
くすぐったい,くすぐったい,ticklish,JLPT_1 JLPT,P[CLwgoK#I,cù lét
愚痴,ぐち,"idle complaint, grumble",JLPT_1 JLPT,C&*!h9}5ae,Khiếu nại
口吟む,くちずさむ,to humble,JLPT_1 JLPT,v#IdlQfu^;,tiếng ngân nga
嘴,くちばし,"beak, bill",JLPT_1 JLPT,q5`l.teeRT,Miệng
朽ちる,くちる,to rot,JLPT_1 JLPT,y1>SUYnb]m,sự phân rã
覆す,くつがえす,"to overturn, to upset, to overthrow",JLPT_1 JLPT,zp<0lkXp[6,Lật đổ
くっきり,くっきり,"distinctly, clearly, boldly",JLPT_1 JLPT,A%/]?I_gyZ,rõ ràng
屈折,くっせつ,"bending, indentation, refraction",JLPT_1 JLPT,0E4`Ur@Ig,khúc xạ
ぐっと,ぐっと,"firmly, fast, more",JLPT_1 JLPT,G/n$rvRj#F,nhiều
首飾り,くびかざり,necklace,JLPT_1 JLPT,"qFdJV,o7Z~",vòng cổ
首輪,くびわ,"necklace, choker",JLPT_1 JLPT,"r$gf,6IuJ/",Vòng đầu tiên
組み込む,くみこむ,"to insert, to include, to cut in (printing)",JLPT_1 JLPT,N5}[0JLW]q,tích hợp
組み合わせる,くみあわせる,"to join together, to combine, to join up",JLPT_1 JLPT,qDs6:%T/3U,kết hợp
蔵,くら,"warehouse, cellar",JLPT_1 JLPT,C=*)4H{doV,Kho
グレー,グレー,"grey, gray",JLPT_1 JLPT,k$7)oghP*m,xám
